LAMMPS data file via write_data, version 16 Mar 2018, timestep = 1093

22490 atoms
1 atom types

0.0000000000000000e+00 4.0000000000000000e+01 xlo xhi
0.0000000000000000e+00 4.0000000000000000e+01 ylo yhi
0.0000000000000000e+00 4.0000000000000000e+01 zlo zhi

Atoms # sphere

6677   1   1.000000000000e+00   1.350481867450e+00   5.834739902911e-01   4.735482272103e-02   6.925054723828e-01
13366   1   1.000000000000e+00   1.350481867450e+00   5.828676965194e+00   5.737540178810e-01   1.083778526021e+00
16235   1   1.000000000000e+00   1.350481867450e+00   6.175798055425e+00   6.379175312062e-01   2.799469831772e-01
5101   1   1.000000000000e+00   1.350481867450e+00   7.884910383301e+00   8.881214460768e-02   6.657144213401e-01
5800   1   1.000000000000e+00   1.350481867450e+00   8.565300052038e+00   5.979746038085e-01   1.591662090082e-01
6758   1   1.000000000000e+00   1.350481867450e+00   9.684662713150e+00   5.262199098832e-01   5.780254070545e-01
6966   1   1.000000000000e+00   1.350481867450e+00   1.083607780330e+01   3.596400127558e-01   4.696943871070e-01
4985   1   1.000000000000e+00   1.350481867450e+00   1.279363011606e+01   1.413605768892e-01   2.472157764468e-01
10156   1   1.000000000000e+00   1.350481867450e+00   1.828514382396e+01   1.224931805034e-02   2.742884720090e-01
16280   1   1.000000000000e+00   1.350481867450e+00   8.231381093446e+00   2.203754485680e-02   1.585016408183e+00
19904   1   1.000000000000e+00   1.350481867450e+00   8.351091299370e-02   3.567914685033e+00   5.942111353363e+00
14951   1   1.000000000000e+00   1.350481867450e+00   2.588096407050e+00   1.336313294590e+00   1.017542168506e+00
14416   1   1.000000000000e+00   1.350481867450e+00   3.674049773009e+00   1.754534955302e+00   8.689937535063e-01
10083   1   1.000000000000e+00   1.350481867450e+00   6.361038807575e+00   1.579238915434e+00   6.684516950829e-01
5147   1   1.000000000000e+00   1.350481867450e+00   1.029682222013e+01   1.491053760839e+00   5.405584241918e-01
119   1   1.000000000000e+00   1.350481867450e+00   1.155562544286e+01   1.396818155980e+00   7.227475578537e-01
4143   1   1.000000000000e+00   1.350481867450e+00   1.500000148574e+01   1.024970813759e+00   1.084466849586e+00
19261   1   1.000000000000e+00   1.350481867450e+00   8.331658136254e-01   3.017829602127e+00   6.621229465409e-01
11566   1   1.000000000000e+00   1.350481867450e+00   1.805448275248e+00   2.169162097559e+00   7.073736727738e-01
12335   1   1.000000000000e+00   1.350481867450e+00   9.228579307454e+00   2.332420378985e+00   1.893096022258e-01
17744   1   1.000000000000e+00   1.350481867450e+00   1.027683809878e+01   2.817926221908e+00   8.860116083575e-01
3595   1   1.000000000000e+00   1.350481867450e+00   1.438501036390e+01   2.469186061280e+00   8.101319396916e-01
17140   1   1.000000000000e+00   1.350481867450e+00   1.519227638607e+01   2.189220760013e+00   2.333135320029e-01
18994   1   1.000000000000e+00   1.350481867450e+00   1.603558894193e+01   2.143346949361e+00   8.321779096649e-01
15026   1   1.000000000000e+00   1.350481867450e+00   1.808740509194e+01   2.217380191114e+00   7.088720604353e-01
16076   1   1.000000000000e+00   1.350481867450e+00   3.388881737175e+00   4.135356698155e+00   5.400258928258e-01
16669   1   1.000000000000e+00   1.350481867450e+00   4.577896059574e+00   3.899073253152e+00   5.241657334027e-01
21140   1   1.000000000000e+00   1.350481867450e+00   1.007043064110e+01   1.372778488962e+01   2.880639900863e+00
17112   1   1.000000000000e+00   1.350481867450e+00   1.410877483054e+01   3.378576965248e+00   5.430549155656e-01
10902   1   1.000000000000e+00   1.350481867450e+00   1.538570408653e+01   3.128582276464e+00   8.823205267463e-01
4107   1   1.000000000000e+00   1.350481867450e+00   1.071301250528e+01   1.176277734906e-03   7.769699890246e+00
13015   1   1.000000000000e+00   1.350481867450e+00   1.823083691924e+01   3.276101731172e+00   2.417958057680e-01
8796   1   1.000000000000e+00   1.350481867450e+00   1.218255651052e+01   4.627272348119e+00   5.663548294298e-01
12371   1   1.000000000000e+00   1.350481867450e+00   1.330427970174e+01   4.228947138800e+00   7.145618081626e-01
9191   1   1.000000000000e+00   1.350481867450e+00   7.686666224006e-01   5.379922686787e+00   1.160596833919e+00
10321   1   1.000000000000e+00   1.350481867450e+00   2.784929378603e+00   5.508066182075e+00   4.683221361918e-01
9188   1   1.000000000000e+00   1.350481867450e+00   3.948047478566e+00   6.033972258230e+00   5.717440670225e-01
17587   1   1.000000000000e+00   1.350481867450e+00   9.032057681229e+00   5.793448415675e+00   4.875222487783e-01
1698   1   1.000000000000e+00   1.350481867450e+00   1.121833148022e+01   5.297188075118e+00   2.399785136059e-01
20515   1   1.000000000000e+00   1.350481867450e+00   1.510086496179e+01   6.237412809971e+00   5.970971744494e-01
667   1   1.000000000000e+00   1.350481867450e+00   1.618754608509e+01   5.687052188668e+00   1.086134942382e+00
4403   1   1.000000000000e+00   1.350481867450e+00   1.597835926617e+01   6.284186589664e+00   3.240124817584e-01
21578   1   1.000000000000e+00   1.350481867450e+00   1.385734491127e+01   1.639592378540e+01   4.291061179941e+00
9425   1   1.000000000000e+00   1.350481867450e+00   1.712558738204e+01   5.747129942825e+00   4.129490540423e-01
 76   1   1.000000000000e+00   1.350481867450e+00   1.921204467714e+01   6.034888758154e+00   7.753582954292e-01
2455   1   1.000000000000e+00   1.350481867450e+00   4.366870126951e+00   7.186223664780e+00   6.113396168740e-02
3293   1   1.000000000000e+00   1.350481867450e+00   8.562695042120e+00   6.815572905548e+00   9.338235404966e-01
9756   1   1.000000000000e+00   1.350481867450e+00   1.485392475317e+01   7.113326519687e+00   7.881638523136e-02
17384   1   1.000000000000e+00   1.350481867450e+00   1.587014990191e+01   7.209401476667e+00   4.106183419985e-01
15663   1   1.000000000000e+00   1.350481867450e+00   1.783135623514e+01   6.804244039955e+00   1.295795191683e-01
11867   1   1.000000000000e+00   1.350481867450e+00   1.978600338883e+01   6.958956073578e+00   7.747286247903e-01
4142   1   1.000000000000e+00   1.350481867450e+00   4.668927704389e+00   8.267927661011e+00   2.601986112353e-01
14584   1   1.000000000000e+00   1.350481867450e+00   1.017516620326e+01   7.618378128772e+00   8.121026841980e-02
3575   1   1.000000000000e+00   1.350481867450e+00   1.081319722757e+01   8.205803829155e+00   9.449566053902e-01
19100   1   1.000000000000e+00   1.350481867450e+00   1.173842512618e+01   7.711095664516e+00   3.848335148696e-01
20797   1   1.000000000000e+00   1.350481867450e+00   1.277791926487e+01   7.689084712457e+00   8.467622718060e-01
19320   1   1.000000000000e+00   1.350481867450e+00   1.461850234886e+01   8.368977227886e+00   6.002690754832e-01
5791   1   1.000000000000e+00   1.350481867450e+00   8.512192272447e+00   3.215523019068e+00   9.538147118659e-02
14468   1   1.000000000000e+00   1.350481867450e+00   1.644586357318e+01   8.029074459443e+00   2.544398647055e-01
21171   1   1.000000000000e+00   1.350481867450e+00   6.535600968048e+00   8.645469979218e+00   5.613940716262e+00
5432   1   1.000000000000e+00   1.350481867450e+00   7.639210696444e+00   8.614175126708e+00   4.413545846200e-01
3517   1   1.000000000000e+00   1.350481867450e+00   8.715109172983e+00   8.839870319907e+00   1.004666695839e-01
773   1   1.000000000000e+00   1.350481867450e+00   1.000784927728e+01   8.722803248336e+00   1.541947828393e-01
332   1   1.000000000000e+00   1.350481867450e+00   1.117472987612e+01   8.885027870296e+00   2.634160656777e-01
10696   1   1.000000000000e+00   1.350481867450e+00   1.261092152559e+01   8.558080553430e+00   5.986150086851e-02
18317   1   1.000000000000e+00   1.350481867450e+00   1.414712926221e+01   9.201510032733e+00   1.379120139209e+00
19176   1   1.000000000000e+00   1.350481867450e+00   1.947384460227e+01   9.306230398503e+00   6.143076439455e-01
12041   1   1.000000000000e+00   1.350481867450e+00   5.414128405514e+00   9.656111477714e+00   6.656059406072e-01
6901   1   1.000000000000e+00   1.350481867450e+00   1.072250695700e+01   9.974426289357e+00   1.826452148997e-01
11185   1   1.000000000000e+00   1.350481867450e+00   1.301553872070e+01   9.759278816245e+00   1.990646324116e-01
17212   1   1.000000000000e+00   1.350481867450e+00   1.585078370806e+01   1.012178142021e+01   3.803293958215e-01
18749   1   1.000000000000e+00   1.350481867450e+00   1.695765843101e+01   1.016524994083e+01   1.557555286939e-01
18646   1   1.000000000000e+00   1.350481867450e+00   1.975722275738e+01   1.044288320897e+01   3.380932060713e-01
7449   1   1.000000000000e+00   1.350481867450e+00   8.810422917647e+00   1.077797688561e+01   6.575165140710e-01
15898   1   1.000000000000e+00   1.350481867450e+00   9.839414205793e+00   1.143455676326e+01   1.955201569924e-01
12869   1   1.000000000000e+00   1.350481867450e+00   1.129794623055e+01   1.098229692103e+01   2.643516700083e-01
8011   1   1.000000000000e+00   1.350481867450e+00   1.537070429380e+01   1.102706583255e+01   2.954477182103e-01
11158   1   1.000000000000e+00   1.350481867450e+00   1.881783284089e+01   1.091655691001e+01   5.719866059590e-01
9651   1   1.000000000000e+00   1.350481867450e+00   1.327708602570e+01   1.998483391664e+01   5.903637004785e+00
18413   1   1.000000000000e+00   1.350481867450e+00   1.597174517623e+00   1.251211768580e+01   3.619452798562e-01
5441   1   1.000000000000e+00   1.350481867450e+00   7.476078529505e+00   1.245184539214e+01   9.655057521376e-01
18068   1   1.000000000000e+00   1.350481867450e+00   1.108477246179e+01   1.177076522660e+01   5.116346816121e-02
15832   1   1.000000000000e+00   1.350481867450e+00   1.218591891787e+01   1.193925268992e+01   2.199594544340e-01
13179   1   1.000000000000e+00   1.350481867450e+00   1.562596891486e+01   1.205955211318e+01   8.923662292270e-01
7813   1   1.000000000000e+00   1.350481867450e+00   2.234057900419e+00   1.341113233464e+01   5.011483544955e-01
20538   1   1.000000000000e+00   1.350481867450e+00   2.989989967546e+00   1.276138455270e+01   5.901772159106e-01
5129   1   1.000000000000e+00   1.350481867450e+00   6.024202583369e+00   1.277281868214e+01   3.635907916183e-01
19571   1   1.000000000000e+00   1.350481867450e+00   8.150344966701e+00   1.324785535030e+01   3.048725648340e-01
4494   1   1.000000000000e+00   1.350481867450e+00   1.060806292268e+01   1.291354146456e+01   2.913948675112e-01
7649   1   1.000000000000e+00   1.350481867450e+00   1.177148869865e+01   1.301055824040e+01   4.523464020585e-01
458   1   1.000000000000e+00   1.350481867450e+00   1.653386068891e+01   1.299659842914e+01   6.297985243750e-01
10514   1   1.000000000000e+00   1.350481867450e+00   1.214147214598e+00   1.377223575011e+01   3.662521770067e-01
20000   1   1.000000000000e+00   1.350481867450e+00   3.937254961923e+00   1.384414504573e+01   1.457835743883e-01
12355   1   1.000000000000e+00   1.350481867450e+00   7.157041836882e+00   1.440215248410e+01   1.768002281789e-01
20204   1   1.000000000000e+00   1.350481867450e+00   8.178386915558e+00   1.414888978663e+01   3.906439432831e-01
2191   1   1.000000000000e+00   1.350481867450e+00   1.127611297866e+01   1.403083236359e+01   1.995347954331e-01
5814   1   1.000000000000e+00   1.350481867450e+00   1.214218895190e+01   1.416971466689e+01   7.944064020153e-01
12089   1   1.000000000000e+00   1.350481867450e+00   1.268572802129e+00   1.570308537432e+01   5.558862191420e-01
13881   1   1.000000000000e+00   1.350481867450e+00   1.158628538325e+00   1.466984362475e+01   6.180119023743e-02
2121   1   1.000000000000e+00   1.350481867450e+00   3.001891298872e+00   1.478706014789e+01   9.199055936746e-01
